SampleID,k__Viruses.f__Papillomaviridae.g__Dyolambdapapillomavirus,k__Viruses.o__Caudovirales.f__Podoviridae.g__Phikmvlikevirus,k__Viruses.o__Caudovirales.f__Myoviridae.g__Felixounalikevirus,k__Viruses.o__Caudovirales.f__Podoviridae.g__N4likevirus,k__Viruses.o__Caudovirales.f__Myoviridae.g__PhiCD119likevirus,k__Viruses.f__Anelloviridae.g__Epsilontorquevirus,k__Viruses.f__Flaviviridae.g__Pegivirus,k__Viruses.f__Parvoviridae.g__Copiparvovirus,k__Viruses.f__Anelloviridae.g__Iotatorquevirus,k__Viruses.o__Caudovirales.f__Siphoviridae.g__N15likevirus,k__Viruses.f__Hepadnaviridae.g__Orthohepadnavirus,k__Viruses.f__Parvoviridae.g__Dependoparvovirus,k__Viruses.o__Caudovirales.f__Siphoviridae.g__Corndoglikevirus,k__Viruses.f__Leviviridae.g__Levivirus,k__Viruses.f__Parvoviridae.g__Hepandensovirus,k__Viruses.o__Caudovirales.f__Podoviridae.g__Phieco32likevirus,k__Viruses.f__Papillomaviridae.g__Dyoomikronpapillomavirus,k__Viruses.f__Totiviridae.g__Leishmaniavirus,k__Viruses.f__Parvoviridae.g__Bocaparvovirus,k__Viruses.o__Caudovirales.f__Siphoviridae.g__Tm4likevirus,k__Viruses.f__Anelloviridae.g__Zetatorquevirus,k__Viruses.o__Caudovirales.f__Siphoviridae.g__Charlielikevirus,k__Viruses.o__Nidovirales.f__Arteriviridae.g__Arterivirus,k__Viruses.o__Caudovirales.f__Siphoviridae.g__Iebhlikevirus,k__Viruses.o__Caudovirales.f__Myoviridae.g__Mulikevirus,k__Viruses.o__Picornavirales.g__Bacillarnavirus,k__Viruses.f__Corticoviridae.g__Corticovirus,k__Viruses.f__Retroviridae.g__Spumavirus,k__Viruses.f__Narnaviridae.g__Narnavirus,k__Viruses.f__Reoviridae.g__Coltivirus,k__Viruses.f__Totiviridae.g__Totivirus,k__Viruses.f__Papillomaviridae.g__Kappapapillomavirus,k__Viruses.f__Reoviridae.g__Dinovernavirus,k__Viruses.f__Anelloviridae.g__Kappatorquevirus,k__Viruses.o__Mononegavirales.f__Rhabdoviridae.g__Nucleorhabdovirus,k__Viruses.o__Mononegavirales.f__Rhabdoviridae.g__Tibrovirus,k__Viruses.f__Hepadnaviridae.g__Avihepadnavirus,k__Viruses.o__Caudovirales.f__Siphoviridae.g__Bronlikevirus,k__Viruses.o__Caudovirales.f__Podoviridae.g__Bppunalikevirus,k__Viruses.o__Caudovirales.f__Siphoviridae.g__D3likevirus,k__Viruses.f__Caliciviridae.g__Norovirus,k__Viruses.f__Leviviridae.g__Allolevivirus,k__Viruses.o__Caudovirales.f__Siphoviridae.g__Omegalikevirus,k__Viruses.o__Picornavirales.f__Picornaviridae.g__Sakobuvirus,k__Viruses.o__Caudovirales.f__Siphoviridae.g__Pbiunalikevirus,k__Viruses.o__Caudovirales.f__Siphoviridae.g__Cjwunalikevirus,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Pragia,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Cronobacter,k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Leeuwenhoekiella,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Bibersteinia,k__Bacteria.p__Nitrospirae.c__Nitrospira.o__Nitrospirales.f__Nitrospiraceae.g__Leptospirillum,k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Simonsiella,k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Orbales.f__Orbaceae.g__Frischella,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Histophilus,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Candidatus_Riesia,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Prauserella,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Enterorhabdus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.g__Epulopiscium,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.g__Candidatus_Babela,k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Calditerrivibrio,k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae.g__Haematospirillum,k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Vitreoscilla,k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Magnetococcales.f__Magnetococcaceae.g__Magnetococcus,k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Sporomusaceae.g__Acetonema,k__Bacteria.p__Spirochaetes.c__Spirochaetia.f__Leptospiraceae.g__Leptonema,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Paeniclostridium,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus,k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Brucellaceae.g__Brucella,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Salmonella,k__Bacteria.p__Tenericutes.c__Mollicutes.o__Mycoplasmatales.f__Mycoplasmataceae.g__Mycoplasma,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Leminorella,k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Ornithinibacillus,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Saccharopolyspora,k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae.g__Synergistes,k__Bacteria.p__Planctomycetes.c__Planctomycetia.o__Candidatus_Brocadiales.f__Candidatus_Brocadiaceae.g__Candidatus_Brocadia,k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Helicobacteraceae.g__Helicobacter,k__Bacteria.p__Chlamydiae.c__Chlamydiia.o__Chlamydiales.f__Simkaniaceae.g__Simkania,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Candidatus_Regiella,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides,k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Brackiella,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.g__Leifsonia,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Bdellovibrionales.f__Bacteriovoracaceae.g__Bacteriovorax,k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Phyllobacteriaceae.g__Aquamicrobium
s18141,3.053836586,2.294545307,3.056788397,2.996134077,3.080473706,3.080504478,3.080119327,3.265450055,3.071486455,3.080518287,3.188201712,3.077911832,3.080178978,3.075255392,3.08057237,3.080328427,3.079415889,3.08049841,3.079023609,3.079015089,3.079268772,3.077077059,3.080477136,3.080281541,3.080683357,3.080025609,3.0798483,3.079425835,3.088089061,3.080392056,3.082417977,3.079989702,3.080500225,3.080476317,3.080612013,3.080403337,3.116457682,3.080622129,3.080433762,3.080329161,3.079945916,3.080244365,3.080594862,3.079879258,3.079629233,3.080499179,2.724856921,6.310743968,2.661079318,3.509696097,3.775700747,3.894691476,12.80087923,2.691925988,10.08990549,2.529742355,4.571779019,5.47123469,7.442504445,2.124556524,3.612201143,3.107989846,3.799353174,2.833395402,3.919469596,2.988162357,16.93452958,9.202612371,13.01329309,8.049086801,18.17143834,15.67668818,2.725077703,3.35576985,2.333249629,5.498426133,3.945515887,14.77812932,3.640380277,2.227851823,10.15820123,9.249671992,5.19720431,3.164449208,3.119547814
s17643,3.053836586,2.294545307,3.056788397,2.996134077,3.080473706,3.080504478,3.080119327,3.265450055,3.071486455,3.080518287,3.188201712,3.077911832,3.080178978,3.075255392,3.08057237,3.080328427,3.079415889,3.08049841,3.079023609,3.079015089,3.079268772,3.077077059,3.080477136,3.080281541,3.080683357,3.080025609,3.0798483,3.079425835,3.088089061,3.080392056,3.082417977,3.079989702,3.080500225,3.080476317,3.080612013,3.080403337,3.116457682,3.080622129,3.080433762,3.080329161,3.079945916,3.080244365,3.080594862,3.079879258,3.079629233,3.080499179,2.724856921,6.943049879,2.661079318,4.679922098,3.17256015,3.268369813,11.84138532,2.691925988,9.257879503,2.565783788,4.66659265,6.110416721,6.637417358,1.273198902,3.648242576,3.107989846,4.969579175,2.833395402,2.941177455,2.988162357,16.49399354,8.809933274,12.62865873,7.626905574,19.63178579,14.94221577,2.725077703,2.926099052,4.741731034,6.137608163,3.094158265,14.2146985,3.03723968,2.227851823,10.35168012,9.606453931,5.626875108,2.523308991,3.119547814
s17978,3.058076716,2.53778792,3.072195274,2.883014491,3.080285327,3.08038732,3.081310554,3.268310829,3.060371623,3.079990645,3.072384823,3.079844705,3.080245737,3.080759992,3.08045188,3.078533374,3.080722681,3.080504324,3.077549594,3.078346817,3.080421454,3.0792301,3.080502726,3.080113154,3.080730706,3.079859056,3.079490901,3.078983155,3.073945465,3.080668876,3.081467746,3.079529481,3.080419304,3.080486416,3.080924004,3.080265479,3.117128976,3.080789047,3.069897988,3.080325223,3.079945807,3.080714058,3.080213891,3.080757108,3.079256468,3.080499335,2.504394567,4.731387401,2.19178348,3.819312962,3.298116717,3.576371994,12.60789851,3.003717743,10.22795127,3.165929111,3.56340214,5.384180091,10.04416111,1.877639314,3.131387456,3.142031075,3.762215333,2.84124004,5.002754619,3.1070329,16.87986831,10.23899676,13.10797034,6.606241454,17.97767726,15.98715818,2.056769818,4.873285718,2.516667349,6.024229489,3.856962306,14.53942628,3.073840589,2.71943988,11.46910834,11.26343871,2.026840233,3.727124626,3.113118924
s18009,3.053836586,2.294545307,3.056788397,2.996134077,3.080473706,3.080504478,3.080119327,3.265450055,3.071486455,3.080518287,3.188201712,3.077911832,3.080178978,3.075255392,3.08057237,3.080328427,3.079415889,3.08049841,3.079023609,3.079015089,3.079268772,3.077077059,3.080477136,3.080281541,3.080683357,3.080025609,3.0798483,3.079425835,3.088089061,3.080392056,3.082417977,3.079989702,3.080500225,3.080476317,3.080612013,3.080403337,3.116457682,3.080622129,3.080433762,3.080329161,3.079945916,3.080244365,3.080594862,3.079879258,3.079629233,3.080499179,2.724856921,6.943049879,3.360545165,4.62710002,3.575253175,1.727581011,11.84138532,3.094619014,9.030653202,2.626067605,4.040813191,5.47123469,6.92051838,2.963078475,3.009060546,3.510682871,3.799353174,2.833395402,3.019749581,2.988162357,16.49399354,8.606332616,13.01329309,7.519208881,18.89731338,14.21634073,3.127770729,3.35576985,4.05225825,5.901119158,3.49685129,14.2146985,3.03723968,2.227851823,10.35168012,8.933269618,6.089246518,1.884126961,3.119547814
s16828,3.061652624,2.49723576,3.074141156,3.051071359,3.080467043,3.08058349,3.079931274,3.269012568,3.071295091,3.080188333,1.603279102,3.077337742,3.08020733,3.079552326,3.080497676,3.07739601,3.078455487,3.080502908,3.079675192,3.080482114,3.08110023,3.080629511,3.080504308,3.080294106,3.0804863,3.080097351,3.079896431,3.07948666,3.086791996,3.080263763,3.081693198,3.079927,3.080562114,3.080532043,3.080567499,3.080410919,3.116028082,3.080603569,3.079574199,3.080595107,3.079881088,3.080176684,3.080570038,3.080654432,3.079898918,3.080498774,2.893441671,10.19854449,2.754347569,4.106460383,3.219507291,2.241052949,11.200114,2.966836891,7.791038952,2.586808572,6.475414088,5.449498783,5.028830696,1.830032457,3.081158922,3.205054077,3.865234989,2.903151959,3.962534868,3.004702807,15.94553631,6.696186074,11.06634202,10.01306334,18.66728279,14.22491498,2.777357099,1.921625262,5.190218419,5.67544986,5.228501207,14.95574877,3.083589312,2.42130311,8.681561709,7.089946652,6.737910344,2.018932567,3.098496568
s16880,3.061492299,2.445903477,3.076854951,3.050902394,3.080472081,3.080537802,3.079831116,3.268653444,3.071256473,3.080169764,2.618549037,3.066973414,3.08023328,3.079111811,3.08058056,3.078811511,3.080809522,3.080501392,3.079413397,3.080486661,3.074710444,3.079889867,3.080500508,3.080293899,3.080426142,3.080052248,3.079889055,3.07948335,3.08683811,3.080324805,3.081591496,3.079951974,3.080595804,3.080560169,3.080574527,3.08041064,3.116057964,3.080604526,3.079777322,3.080598417,3.079866739,3.080179318,3.080579369,3.080670849,3.079954906,3.080498625,2.901543752,4.532269948,2.727082129,4.134301455,3.281022036,4.861354848,12.2215362,2.911251307,11.17104984,2.579162527,1.87645356,5.476202853,7.743191589,1.895943013,3.085759003,3.11295061,3.958769534,2.914558768,5.206868885,3.054398993,16.88106471,8.606104575,12.86572422,8.475299499,19.31732855,15.25112941,2.729858606,5.296502866,1.558897592,9.224578526,2.682854109,14.8574045,3.04006915,2.458442939,10.74989785,8.996149317,5.750691935,1.90022894,3.105477315
s16945,3.06109563,2.491662336,3.079766947,3.055092595,3.080472392,3.080526414,3.079828241,3.269260737,3.062684534,3.080072613,16.1309441,3.077403179,3.080225809,3.079485282,3.080563298,3.078483886,3.081028644,3.080501811,3.079498254,3.080464176,3.080904608,3.080329249,3.080502644,3.080289148,3.080427879,3.080047705,3.079880921,3.07948641,3.086717805,3.080154431,3.081818715,3.079938818,3.080588943,3.080555917,3.080502402,3.08041101,3.116090079,3.080606249,3.079674309,3.080594198,3.079865714,3.080221506,3.080602774,3.080556725,3.079976266,3.080498674,2.912441603,1.705665071,2.776740302,4.253940481,3.276189386,2.437395992,11.71961122,2.956589293,9.956266552,2.653679387,1.84920424,5.477794862,7.421116035,1.902418711,3.10437533,3.198291869,3.951001302,2.916681017,4.932848979,3.01476093,17.00861019,8.878483058,12.59243259,7.851667562,17.9275605,13.88624953,2.757591066,2.007577221,1.455680455,5.752610017,2.61154831,13.46257751,3.039757655,2.479159668,10.41194852,8.84252281,2.266811323,2.043621697,3.108961965
s15689,3.023097384,2.458023181,3.075206133,3.010425521,3.08047639,3.080573449,3.074896248,3.26840314,3.069409306,3.080051232,2.836493009,3.077223687,3.080233118,3.07879385,3.080606397,3.077633663,3.078250834,3.080501221,3.07955446,3.080620201,3.080763318,3.080275405,3.080500573,3.080315528,3.080502686,3.07998466,3.079995227,3.079593268,3.086376339,3.080249559,3.081736832,3.080056068,3.080610249,3.080587612,3.080520911,3.080440064,3.116163724,3.080569298,3.079716361,3.080592585,3.079881408,3.080235425,3.080588271,3.080586752,3.080043327,3.080498609,2.92680717,7.977391851,2.699709329,7.51965829,3.14436821,2.291429011,12.26218331,2.902243453,10.36128903,2.697143831,2.116575532,5.51172388,6.538039358,1.984495349,3.091666678,3.228386767,4.022001064,2.879707594,0.883093654,3.041214027,16.84872619,8.598821432,12.71895326,6.240940901,19.53276679,15.16077304,2.805712638,1.850019819,5.583514908,5.682146389,2.672116261,14.92129209,2.990856982,2.493397179,9.367398582,8.831724318,2.944969645,2.042609542,3.108868946
s15835,3.056864288,2.529900413,3.076294645,3.056353421,3.080476161,3.080520055,3.079807166,3.26856468,3.071070609,3.080079817,2.816402461,3.077250141,3.080181271,3.07906687,3.080518698,3.078706127,3.080788283,3.080501014,3.065501663,3.080468403,3.079167339,3.07988573,3.080499996,3.080293428,3.080487898,3.080047338,3.079895358,3.079522164,3.086622159,3.080341421,3.081360918,3.079966051,3.080536769,3.080491555,3.080563027,3.080419285,3.116018137,3.080596425,3.079759944,3.080588488,3.07989032,3.080184859,3.080563382,3.080641221,3.080017829,3.080498599,2.917422585,4.583917032,2.790990013,4.155787465,3.236137458,4.643617131,12.14051533,2.9244153,10.04767987,2.597849103,1.901444233,5.442364539,7.912380095,1.897262576,3.138377768,3.081796333,3.920119348,2.915029938,4.312031322,5.392832503,17.29542979,8.764597756,12.87278992,8.323541346,17.06897772,16.03384196,2.719811797,4.326344175,1.594055645,5.727341046,2.725693317,14.31863759,3.006592435,2.453643905,9.761707665,10.09151914,6.633349777,1.926124813,3.09135106
s16379,3.05656572,2.469157991,3.075195849,3.017694059,3.080473892,3.080581053,3.079717589,3.266390687,3.071105391,3.080317298,2.786626881,3.077202994,3.080188913,3.077891289,3.080524888,3.078811615,3.080867304,3.080501943,3.079441482,3.078934286,3.080755677,3.079967086,3.080490469,3.080298089,3.080483751,3.080110899,3.079881492,3.079467657,3.087926313,3.080383371,3.081746879,3.079944702,3.080545597,3.080499843,3.080597248,3.080408784,3.115969743,3.080605047,3.079858477,3.080322344,3.079876862,3.080119522,3.080584548,3.079906085,3.079644655,3.080499204,2.88512341,6.811193374,2.682549099,6.196119323,3.246814883,2.300458351,12.16958662,2.909900009,9.566743498,2.536341067,2.121241098,5.454869996,6.437668279,1.816709635,3.035381397,3.111804089,3.811272775,2.882681166,4.237486383,2.990299418,16.83629304,8.481308508,12.86228604,6.947765081,19.37484458,14.40638349,2.724906416,1.933007603,3.663022381,5.680066528,2.56938864,14.85495643,3.058965096,2.360740174,10.47712863,9.251935556,5.104814254,1.730743806,3.100221073
